datetime,wind_dir_deg,wind_speed_kt,wind_speed_ms,max_gust_kt,max_gust_ms,air_temp_c
2025-12-31 02:00:00,15.369,23.794,12.240680536000001,9.629,4.9535812759999995,
2025-12-31 13:00:00,9.449,13.548,6.9696873120000005,9.727,5.003996788,
2025-12-31 14:00:00,9.449,13.548,6.9696873120000005,9.727,5.003996788,
2025-12-31 15:00:00,10.702,14.345,7.37969918,9.189,4.727225916,
2025-12-31 16:00:00,12.523,15.711,8.082429684000001,8.848,4.551800512000001,
2025-12-31 17:00:00,10.132,13.092,6.735100848,8.506,4.375860664,
2025-12-31 18:00:00,13.776,17.077,8.785160188,8.994,4.626909336,
2025-12-31 19:00:00,12.523,17.191,8.843806804,8.994,4.626909336,
2025-12-31 20:00:00,11.043,14.459,7.438345796,9.043,4.652117092,
2025-12-31 21:00:00,9.222,14.117,7.2624059480000005,8.945,4.60170158,
2025-12-31 22:00:00,5.579,10.702,5.505579688,9.287,4.777641428000001,
2025-12-31 23:00:00,5.579,10.132,5.212346608,9.385,4.82805694,
2026-01-01 00:00:00,6.603,9.905,5.095567819999999,8.701,4.4761772440000005,
2026-01-01 01:00:00,9.563,13.32,6.852394080000001,9.238,4.7524336719999996,
2026-01-01 02:00:00,14.459,18.443,9.487890692,8.75,4.501385,
2026-01-01 03:00:00,8.539,13.32,6.852394080000001,8.896,4.576493824000001,
2026-01-01 04:00:00,10.36,14.003,7.203759332000001,9.189,4.727225916,
2026-01-01 05:00:00,12.865,17.533,9.019746652,9.092,4.6773248480000005,
2026-01-01 06:00:00,13.434,18.785,9.663830540000001,8.408,4.3254451519999995,
2026-01-01 07:00:00,6.375,12.637,6.501028828000001,9.043,4.652117092,
2026-01-01 08:00:00,11.499,15.711,8.082429684000001,9.873,5.079105612,
2026-01-01 09:00:00,13.434,16.849,8.667866956000001,8.75,4.501385,
2026-01-01 10:00:00,14.686,19.582,10.073842408,9.482,4.877958007999999,
2026-01-01 11:00:00,9.336,13.206,6.793747464,9.092,4.6773248480000005,
2026-01-01 12:00:00,14.686,19.923,10.249267812,9.336,4.802849184,
2026-01-01 13:00:00,14.8,19.582,10.073842408,9.189,4.727225916,
2026-01-01 14:00:00,14.117,17.533,9.019746652,9.922,5.104313368000001,
2026-01-01 15:00:00,13.776,19.809,10.190621196,9.434,4.853264696,
2026-01-01 16:00:00,14.686,21.745,11.18658478,9.531,4.903165764000001,
2026-01-01 18:00:00,15.142,19.809,10.190621196,9.629,4.9535812759999995,
2026-01-01 19:00:00,15.369,20.265,10.42520766,9.336,4.802849184,
2026-01-01 20:00:00,15.825,23.225,11.947961900000001,9.434,4.853264696,
2026-01-01 21:00:00,15.028,20.834,10.717926296,9.434,4.853264696,
2026-01-01 22:00:00,17.419,23.111,11.889315284,9.238,4.7524336719999996,
2026-01-01 23:00:00,16.622,24.705,12.70933902,8.994,4.626909336,
2026-01-02 00:00:00,13.32,18.785,9.663830540000001,9.336,4.802849184,
2026-01-02 01:00:00,16.28,25.16,12.94341104,9.092,4.6773248480000005,
2026-01-02 02:00:00,17.191,22.542,11.596596648,8.701,4.4761772440000005,
2026-01-02 03:00:00,18.671,24.591,12.650692404,8.75,4.501385,
2026-01-02 04:00:00,18.329,24.363,12.533399172,9.287,4.777641428000001,
2026-01-02 05:00:00,17.191,21.745,11.18658478,9.482,4.877958007999999,
2026-01-02 06:00:00,17.191,22.428,11.537950032000001,9.482,4.877958007999999,
2026-01-02 07:00:00,16.849,22.428,11.537950032000001,9.189,4.727225916,
2026-01-02 08:00:00,17.874,27.551,14.173446644,8.604,4.426276176,
2026-01-02 09:00:00,16.28,22.086,11.362010183999999,9.287,4.777641428000001,
2026-01-02 11:00:00,20.606,27.665,14.23209326,8.896,4.576493824000001,
2026-01-02 12:00:00,17.76,23.339,12.006608516,9.922,5.104313368000001,
2026-01-02 13:00:00,17.646,23.566,12.123387304,9.775,5.0286901,
2026-01-02 14:00:00,18.329,23.908,12.299327152000002,9.287,4.777641428000001,
2026-01-02 15:00:00,16.394,21.745,11.18658478,9.141,4.702532604,
2026-01-02 16:00:00,15.939,21.973,11.303878012,9.043,4.652117092,
2026-01-02 17:00:00,15.939,21.403,11.010644932,8.994,4.626909336,
2026-01-02 18:00:00,14.003,21.517,11.069291548,9.189,4.727225916,
2026-01-02 19:00:00,14.914,21.517,11.069291548,8.848,4.551800512000001,
2026-01-02 20:00:00,12.068,22.542,11.596596648,8.75,4.501385,
2026-01-02 21:00:00,14.345,21.973,11.303878012,9.141,4.702532604,
2026-01-02 22:00:00,18.216,26.071,13.412069524000001,8.457,4.350652908000001,
2026-01-02 23:00:00,15.369,21.176,10.893866143999999,8.75,4.501385,
2026-01-03 00:00:00,13.434,20.151,10.366561044000001,8.457,4.350652908000001,
