datetime,wind_dir_deg,wind_speed_kt,wind_speed_ms,max_gust_kt,max_gust_ms,air_temp_c
2025-12-31 00:00:00,6.831,11.043,5.6810050919999995,7.871,4.049188724,
2025-12-31 01:00:00,5.806,9.449,4.860981356,8.115,4.17471306,
2025-12-31 02:00:00,2.277,4.668,2.401424592,7.871,4.049188724,
2025-12-31 03:00:00,8.311,13.434,6.911040696,7.92,4.07439648,
2025-12-31 04:00:00,8.083,11.726,6.032370344,7.822,4.023980968,
2025-12-31 05:00:00,5.237,11.385,5.85694494,7.676,3.948872144,
2025-12-31 06:00:00,9.108,14.8,7.6137712,7.48,3.8480411200000004,
2025-12-31 07:00:00,8.766,12.523,6.442382212,7.48,3.8480411200000004,
2025-12-31 08:00:00,10.36,14.117,7.2624059480000005,7.432,3.8233478080000003,
2025-12-31 09:00:00,10.246,13.548,6.9696873120000005,7.334,3.772932296,
2025-12-31 10:00:00,10.132,13.434,6.911040696,7.725,3.9740799,
2025-12-31 11:00:00,8.083,11.726,6.032370344,7.676,3.948872144,
2025-12-31 12:00:00,11.726,15.711,8.082429684000001,7.92,4.07439648,
2025-12-31 13:00:00,9.108,12.637,6.501028828000001,8.213,4.225128572,
2025-12-31 14:00:00,11.157,14.003,7.203759332000001,8.506,4.375860664,
2025-12-31 15:00:00,11.157,14.573,7.496992412,8.848,4.551800512000001,
2025-12-31 16:00:00,12.068,15.825,8.1410763,8.701,4.4761772440000005,
2025-12-31 17:00:00,14.914,20.151,10.366561044000001,8.701,4.4761772440000005,
2025-12-31 18:00:00,17.077,23.111,11.889315284,8.262,4.250336328,
2025-12-31 19:00:00,13.434,20.265,10.42520766,9.434,4.853264696,
2025-12-31 20:00:00,18.785,24.933,12.826632252,9.141,4.702532604,
2025-12-31 21:00:00,21.517,27.665,14.23209326,9.531,4.903165764000001,
2025-12-31 22:00:00,20.037,28.803,14.817530532000001,9.775,5.0286901,
2025-12-31 23:00:00,22.314,29.031,14.934823763999999,9.629,4.9535812759999995,
2026-01-01 00:00:00,22.656,29.145,14.99347038,9.385,4.82805694,
2026-01-01 01:00:00,23.111,27.323,14.056153412,9.238,4.7524336719999996,
2026-01-01 02:00:00,21.062,26.64,13.704788160000001,9.385,4.82805694,
2026-01-01 03:00:00,19.809,27.551,14.173446644,9.189,4.727225916,
2026-01-01 04:00:00,19.696,26.982,13.880728008,8.994,4.626909336,
2026-01-01 05:00:00,18.329,24.363,12.533399172,9.434,4.853264696,
2026-01-01 06:00:00,17.077,23.339,12.006608516,9.58,4.92837352,
2026-01-01 07:00:00,15.939,23.225,11.947961900000001,9.092,4.6773248480000005,
2026-01-01 08:00:00,19.468,26.185,13.47071614,8.848,4.551800512000001,
2026-01-01 09:00:00,19.126,24.819,12.767985636,8.555,4.40106842,
2026-01-01 10:00:00,17.874,25.388,13.060704272,8.506,4.375860664,
2026-01-01 11:00:00,18.216,23.68,12.18203392,8.408,4.3254451519999995,
2026-01-01 12:00:00,18.329,27.893,14.349386492,8.457,4.350652908000001,
2026-01-01 13:00:00,21.973,29.6,15.2275424,8.652,4.450969488,
2026-01-01 14:00:00,19.126,24.705,12.70933902,8.652,4.450969488,
2026-01-01 15:00:00,20.265,25.388,13.060704272,8.701,4.4761772440000005,
2026-01-01 16:00:00,15.597,24.25,12.475267,8.896,4.576493824000001,
2026-01-01 17:00:00,19.013,23.908,12.299327152000002,8.652,4.450969488,
2026-01-01 18:00:00,18.329,23.339,12.006608516,8.799,4.526592755999999,
2026-01-01 19:00:00,21.517,27.665,14.23209326,8.945,4.60170158,
2026-01-01 20:00:00,21.859,27.323,14.056153412,9.092,4.6773248480000005,
2026-01-01 21:00:00,19.24,24.25,12.475267,9.385,4.82805694,
2026-01-01 22:00:00,24.363,35.065,18.03897886,8.701,4.4761772440000005,
2026-01-01 23:00:00,23.794,30.739,15.813494116000001,9.482,4.877958007999999,
2026-01-02 00:00:00,22.883,33.13,17.043529720000002,9.238,4.7524336719999996,
2026-01-02 01:00:00,20.379,26.868,13.822081392,8.164,4.199920816,
2026-01-02 02:00:00,22.086,32.447,16.692164468,7.529,3.873248876,
2026-01-02 03:00:00,17.533,25.16,12.94341104,7.92,4.07439648,
2026-01-02 04:00:00,22.314,30.17,15.520775480000001,7.725,3.9740799,
2026-01-02 05:00:00,22.2,29.828,15.344835632,8.018,4.124811992000001,
2026-01-02 06:00:00,24.25,31.65,16.2821526,7.725,3.9740799,
2026-01-02 07:00:00,22.77,29.373,15.110763612000001,7.09,3.6474079600000002,
2026-01-02 08:00:00,21.29,30.853,15.872140732000002,6.699,3.446260356,
2026-01-02 09:00:00,19.468,35.862,18.448990728000002,5.674,2.9189552560000003,
2026-01-02 10:00:00,23.794,33.357,17.160308508,6.162,3.170003928,
2026-01-02 11:00:00,22.314,31.308,16.106212752,6.602,3.396359288,
2026-01-02 12:00:00,21.745,28.348,14.583458512,6.211,3.195211684,
2026-01-02 13:00:00,23.339,30.17,15.520775480000001,6.65,3.4210526000000003,
2026-01-02 14:00:00,22.997,31.536,16.223505984000003,5.869,3.019271836,
2026-01-02 15:00:00,24.477,32.788,16.867589872,6.162,3.170003928,
2026-01-02 16:00:00,23.453,31.764,16.340799216,7.041,3.6222002040000003,
2026-01-02 17:00:00,27.323,37.684,19.386307696,5.381,2.768223164,
2026-01-02 18:00:00,28.803,37.911,19.503086484,5.479,2.818638676,
2026-01-02 19:00:00,17.988,25.502,13.119350888,5.723,2.944163012,
2026-01-02 20:00:00,26.185,36.317,18.683062748,6.65,3.4210526000000003,
2026-01-02 21:00:00,22.997,30.625,15.7548475,6.113,3.1447961720000004,
2026-01-02 22:00:00,24.933,31.877,16.398931388,6.65,3.4210526000000003,
2026-01-02 23:00:00,25.957,34.268,17.628966992000002,6.406,3.295528264,
2026-01-03 00:00:00,24.591,31.65,16.2821526,5.137,2.642698828,
