datetime,wind_dir_deg,wind_speed_kt,wind_speed_ms,max_gust_kt,max_gust_ms,air_temp_c
2025-12-31 00:00:00,10.929,17.305,8.90245342,7.236,3.722516784,
2025-12-31 01:00:00,9.677,14.914,7.672417816,7.285,3.74772454,
2025-12-31 02:00:00,10.019,16.053,8.258369532000001,7.432,3.8233478080000003,
2025-12-31 03:00:00,10.246,15.028,7.731064432,7.334,3.772932296,
2025-12-31 04:00:00,8.311,13.32,6.852394080000001,7.285,3.74772454,
2025-12-31 05:00:00,10.019,14.345,7.37969918,7.48,3.8480411200000004,
2025-12-31 06:00:00,10.019,14.686,7.5551245840000005,7.334,3.772932296,
2025-12-31 07:00:00,6.262,11.385,5.85694494,7.334,3.772932296,
2025-12-31 08:00:00,6.034,10.588,5.446933071999999,7.432,3.8233478080000003,
2025-12-31 09:00:00,7.628,12.637,6.501028828000001,7.383,3.798140052,
2025-12-31 10:00:00,7.059,10.474,5.388286456,7.188,3.697823472,
2025-12-31 11:00:00,6.148,10.36,5.32963984,7.041,3.6222002040000003,
2025-12-31 12:00:00,4.212,7.286,3.748238984,7.236,3.722516784,
2025-12-31 13:00:00,5.123,8.539,4.392837316,7.139,3.672615716,
2025-12-31 14:00:00,4.326,7.628,3.924178832,6.992,3.596992448,
2025-12-31 15:00:00,5.009,9.336,4.802849184,6.943,3.571784692,
2025-12-31 16:00:00,3.643,7.969,4.099604236,7.09,3.6474079600000002,
2025-12-31 17:00:00,3.757,7.059,3.6314601960000004,7.041,3.6222002040000003,
2025-12-31 18:00:00,1.366,3.415,1.75682626,6.992,3.596992448,
2025-12-31 19:00:00,1.138,3.302,1.698694088,7.041,3.6222002040000003,
2025-12-31 20:00:00,2.277,5.009,2.5768499960000004,7.139,3.672615716,
2025-12-31 21:00:00,4.326,6.717,3.455520348,7.48,3.8480411200000004,
2025-12-31 22:00:00,9.336,17.077,8.785160188,7.773,3.998773212,
2025-12-31 23:00:00,17.191,22.314,11.479303416,7.627,3.923664388,
2026-01-01 00:00:00,15.483,22.2,11.4206568,7.871,4.049188724,
2026-01-01 01:00:00,17.077,23.339,12.006608516,7.627,3.923664388,
2026-01-01 02:00:00,16.508,23.339,12.006608516,7.188,3.697823472,
2026-01-01 03:00:00,15.939,23.225,11.947961900000001,7.041,3.6222002040000003,
2026-01-01 04:00:00,15.597,20.493,10.542500892,7.236,3.722516784,
2026-01-01 05:00:00,15.825,20.037,10.307914428,7.432,3.8233478080000003,
2026-01-01 06:00:00,18.329,23.908,12.299327152000002,7.285,3.74772454,
