datetime,wind_dir_deg,wind_speed_kt,wind_speed_ms,max_gust_kt,max_gust_ms,air_temp_c
2026-01-01 07:00:00,16.622,25.274,13.002057656000002,7.529,3.873248876,
2026-01-01 08:00:00,16.849,22.997,11.830668668,7.773,3.998773212,
2026-01-01 09:00:00,19.013,25.843,13.294776292,7.92,4.07439648,
2026-01-01 10:00:00,18.329,23.225,11.947961900000001,7.92,4.07439648,
2026-01-01 11:00:00,16.053,22.314,11.479303416,8.018,4.124811992000001,
2026-01-01 12:00:00,14.573,19.24,9.897902559999999,8.164,4.199920816,
2026-01-01 13:00:00,15.939,20.606,10.600633064000002,7.871,4.049188724,
2026-01-01 14:00:00,14.914,19.809,10.190621196,8.408,4.3254451519999995,
2026-01-01 15:00:00,15.369,21.859,11.245231396000001,8.311,4.275544084,
2026-01-01 16:00:00,16.166,22.77,11.71388988,8.506,4.375860664,
2026-01-01 17:00:00,15.939,24.136,12.416620384,8.262,4.250336328,
2026-01-01 18:00:00,15.939,22.542,11.596596648,8.359,4.300237396,
2026-01-01 19:00:00,16.394,22.77,11.71388988,7.871,4.049188724,
2026-01-01 20:00:00,17.305,24.022,12.357973767999999,8.115,4.17471306,
2026-01-01 21:00:00,14.8,20.379,10.483854276,7.578,3.8984566320000003,
2026-01-01 22:00:00,13.434,19.923,10.249267812,7.334,3.772932296,
2026-01-01 23:00:00,14.345,18.671,9.605183924,7.48,3.8480411200000004,
2026-01-02 00:00:00,15.028,21.745,11.18658478,7.578,3.8984566320000003,
2026-01-02 01:00:00,16.849,22.2,11.4206568,8.115,4.17471306,
2026-01-02 02:00:00,15.711,22.086,11.362010183999999,7.773,3.998773212,
2026-01-02 03:00:00,18.216,24.819,12.767985636,7.725,3.9740799,
2026-01-02 04:00:00,16.849,22.997,11.830668668,7.773,3.998773212,
2026-01-02 05:00:00,16.508,22.77,11.71388988,7.725,3.9740799,
2026-01-02 06:00:00,18.329,28.348,14.583458512,8.213,4.225128572,
2026-01-02 07:00:00,19.354,28.69,14.75939836,7.822,4.023980968,
2026-01-02 08:00:00,16.849,25.843,13.294776292,7.188,3.697823472,
2026-01-02 09:00:00,18.443,26.185,13.47071614,7.041,3.6222002040000003,
2026-01-02 11:00:00,18.899,26.526,13.646141544,6.211,3.195211684,
2026-01-02 12:00:00,18.671,26.754,13.763434776,5.869,3.019271836,
2026-01-02 13:00:00,16.508,25.388,13.060704272,5.967,3.069687348,
2026-01-02 14:00:00,16.963,24.477,12.592045788,6.211,3.195211684,
2026-01-02 15:00:00,18.785,25.16,12.94341104,6.113,3.1447961720000004,
2026-01-02 16:00:00,16.622,26.299,13.529362756,6.26,3.22041944,
2026-01-02 17:00:00,17.646,25.843,13.294776292,6.064,3.119588416,
2026-01-02 18:00:00,18.443,26.299,13.529362756,5.918,3.044479592,
2026-01-02 19:00:00,19.126,27.893,14.349386492,6.309,3.245627196,
2026-01-02 20:00:00,20.037,27.096,13.939374624000001,6.064,3.119588416,
2026-01-02 21:00:00,20.037,29.259,15.052116996,6.357,3.270320508,
2026-01-02 22:00:00,18.557,25.843,13.294776292,6.504,3.345943776,
2026-01-02 23:00:00,16.849,23.225,11.947961900000001,6.113,3.1447961720000004,
2026-01-03 00:00:00,16.394,24.933,12.826632252,5.576,2.868539744,
