datetime,wind_dir_deg,wind_speed_kt,wind_speed_ms,max_gust_kt,max_gust_ms,air_temp_c
2025-12-31 00:00:00,3.188,5.237,2.694143228,7.432,3.8233478080000003,
2025-12-31 01:00:00,3.074,5.237,2.694143228,7.334,3.772932296,
2025-12-31 02:00:00,2.619,5.237,2.694143228,7.383,3.798140052,
2025-12-31 03:00:00,2.163,3.985,2.05005934,7.236,3.722516784,
2025-12-31 04:00:00,1.48,2.846,1.4641076240000002,7.236,3.722516784,
2025-12-31 05:00:00,4.895,8.88,4.568262720000001,7.529,3.873248876,
2025-12-31 06:00:00,6.375,9.108,4.6855559520000005,7.578,3.8984566320000003,
2025-12-31 07:00:00,6.603,10.132,5.212346608,7.383,3.798140052,
2025-12-31 08:00:00,10.474,14.345,7.37969918,7.334,3.772932296,
2025-12-31 09:00:00,12.068,14.914,7.672417816,6.895,3.54709138,
2025-12-31 10:00:00,16.053,19.24,9.897902559999999,6.357,3.270320508,
2025-12-31 11:00:00,17.874,20.834,10.717926296,6.26,3.22041944,
2025-12-31 12:00:00,15.483,19.582,10.073842408,5.82,2.9940640800000002,
2025-12-31 13:00:00,17.419,21.973,11.303878012,5.82,2.9940640800000002,
2025-12-31 14:00:00,16.849,21.745,11.18658478,6.309,3.245627196,
2025-12-31 15:00:00,16.28,22.77,11.71388988,6.26,3.22041944,
2025-12-31 16:00:00,16.963,20.948,10.776572912,6.016,3.094895104,
2025-12-31 17:00:00,18.216,23.794,12.240680536000001,5.576,2.868539744,
2025-12-31 18:00:00,18.102,23.225,11.947961900000001,5.381,2.768223164,
2025-12-31 19:00:00,19.126,23.794,12.240680536000001,5.186,2.6679065840000002,
2025-12-31 20:00:00,19.582,23.339,12.006608516,5.137,2.642698828,
2025-12-31 21:00:00,20.151,25.274,13.002057656000002,5.527,2.843331988,
2025-12-31 22:00:00,25.843,32.674,16.808943256,5.723,2.944163012,
2025-12-31 23:00:00,24.705,30.853,15.872140732000002,6.162,3.170003928,
2026-01-01 00:00:00,24.705,31.536,16.223505984000003,6.113,3.1447961720000004,
2026-01-01 01:00:00,26.526,33.699,17.336248356,6.113,3.1447961720000004,
2026-01-01 02:00:00,26.64,33.357,17.160308508,6.406,3.295528264,
2026-01-01 03:00:00,26.64,34.382,17.687613608,6.602,3.396359288,
2026-01-01 04:00:00,28.007,34.382,17.687613608,6.65,3.4210526000000003,
2026-01-01 05:00:00,25.16,30.853,15.872140732000002,6.797,3.496675868,
2026-01-01 06:00:00,24.022,31.194,16.047566136,7.139,3.672615716,
2026-01-01 07:00:00,24.819,30.967,15.930787347999999,7.578,3.8984566320000003,
2026-01-01 08:00:00,21.176,28.234,14.524811896000001,7.725,3.9740799,
2026-01-01 09:00:00,20.493,26.868,13.822081392,7.871,4.049188724,
2026-01-01 10:00:00,21.517,26.526,13.646141544,7.822,4.023980968,
2026-01-01 11:00:00,20.948,25.957,13.353422908,7.627,3.923664388,
2026-01-01 12:00:00,23.111,29.828,15.344835632,7.871,4.049188724,
2026-01-01 13:00:00,25.616,32.333,16.633517852,7.871,4.049188724,
2026-01-01 14:00:00,26.868,34.724,17.863553455999998,7.676,3.948872144,
2026-01-01 15:00:00,25.388,33.813,17.394894972000003,7.676,3.948872144,
2026-01-01 16:00:00,27.21,33.471,17.218955123999997,7.969,4.099604236,
2026-01-01 17:00:00,25.046,31.08,15.98891952,7.822,4.023980968,
2026-01-01 18:00:00,24.25,33.699,17.336248356,7.578,3.8984566320000003,
2026-01-01 19:00:00,24.933,32.56,16.750296640000002,7.578,3.8984566320000003,
2026-01-01 20:00:00,21.745,27.437,14.114800028000001,7.432,3.8233478080000003,
2026-01-01 21:00:00,21.176,28.12,14.46616528,7.48,3.8480411200000004,
2026-01-01 22:00:00,23.68,28.917,14.876177148000002,7.285,3.74772454,
2026-01-01 23:00:00,25.388,32.902,16.926236488,7.139,3.672615716,
