datetime,wind_dir_deg,wind_speed_kt,wind_speed_ms,max_gust_kt,max_gust_ms,air_temp_c
2026-01-02 00:00:00,26.071,34.04,17.51167376,7.188,3.697823472,
2026-01-02 01:00:00,27.551,34.951,17.980332244,7.041,3.6222002040000003,
2026-01-02 02:00:00,24.136,29.828,15.344835632,6.65,3.4210526000000003,
2026-01-02 03:00:00,22.656,28.348,14.583458512,6.943,3.571784692,
2026-01-02 04:00:00,22.77,32.219,16.574871236,5.771,2.968856324,
2026-01-02 05:00:00,23.68,29.6,15.2275424,6.553,3.371151532,
2026-01-02 06:00:00,22.542,28.576,14.700751744,6.504,3.345943776,
2026-01-02 07:00:00,24.591,30.283,15.578907652000002,6.162,3.170003928,
2026-01-02 08:00:00,24.477,31.308,16.106212752,6.162,3.170003928,
2026-01-02 09:00:00,24.705,33.585,17.27760174,5.723,2.944163012,
2026-01-02 10:00:00,25.046,32.902,16.926236488,5.234,2.692599896,
2026-01-02 11:00:00,24.705,32.902,16.926236488,5.479,2.818638676,
2026-01-02 12:00:00,25.502,32.447,16.692164468,5.576,2.868539744,
2026-01-02 13:00:00,25.274,34.61,17.80490684,5.723,2.944163012,
2026-01-02 14:00:00,24.136,31.08,15.98891952,5.918,3.044479592,
2026-01-02 15:00:00,25.16,32.333,16.633517852,6.113,3.1447961720000004,
2026-01-02 16:00:00,27.893,33.813,17.394894972000003,6.357,3.270320508,
2026-01-02 17:00:00,25.957,34.154,17.570320376,6.309,3.245627196,
2026-01-02 18:00:00,25.843,32.447,16.692164468,6.406,3.295528264,
2026-01-02 19:00:00,25.16,31.764,16.340799216,6.113,3.1447961720000004,
2026-01-02 20:00:00,24.136,29.714,15.286189016,6.016,3.094895104,
2026-01-02 21:00:00,23.453,29.145,14.99347038,5.771,2.968856324,
2026-01-02 22:00:00,24.363,32.105,16.51622462,5.381,2.768223164,
2026-01-02 23:00:00,25.16,32.447,16.692164468,5.527,2.843331988,
2026-01-03 00:00:00,25.388,31.991,16.457578004000002,5.186,2.6679065840000002,
